gene 2h 6h 16h 24h 48h 72h
FLJ22318 110.764071207 65.7298827198 74.9255169091 167.511198245 129.468027569 131.601752488
MFAP1 76.8503120452 143.558187841 137.903133326 205.559108162 136.429663651 94.0080977268
CSNK1A1 70.2422558358 46.7612187236 43.6452557746 80.1106107414 65.7161236641 55.6954636063
I_951088 118.182498466 148.629600182 190.929890692 159.704363155 202.234014646 163.008631851
GOLGA5 69.9950927718 53.2550780569 54.9104680576 114.691796011 95.6104542314 98.6073566706
I_933366 96.522011402 109.585742676 126.809123466 203.788300971 154.944323104 177.816787876
BCAA 39.4441558585 36.8719117774 48.2988564317 95.7236411182 82.1754075215 62.8476566434
CRYM 101.589679845 123.863485246 107.222177114 72.8586382986 85.3042967162 78.0560592712
PMM2 70.1303265109 27.5949992991 50.7040455503 83.8966437196 78.210714358 42.4199653047
FLJ20364 37.8543418422 54.8464059898 30.192724306 59.3729487802 40.2365405552 30.2652881742
TEAD1 66.3567514593 32.434034719 27.5995208121 25.9973606687 48.4912004264 33.2195501278
PGK1 43.1925151829 52.2019728796 43.5503031968 38.827904883 28.3780365847 19.3047236882
HSPC196 113.32084126 52.1884026992 74.7885058861 102.011079578 117.201160006 102.435767559
FLJ13646 54.234965841 104.079111121 95.6178602947 153.606372413 93.3932639189 90.6301730754
MPP5 83.0019451203 55.8600192539 76.3137146974 119.390152119 102.242421397 93.0935382543
PTTG1IP 79.5271310723 84.7659241551 76.6576439964 105.347873725 71.7274096694 59.9183517743
I_958429 58.2000138674 109.198730336 124.937038598 174.298179505 116.508625493 109.076568988
RAMP 78.7178906289 46.0943338739 45.7065539809 87.0418011742 77.0145883115 32.5560686785
KLF2 292.955163199 70.6901743856 65.7244280351 110.455555985 118.038326166 73.3712994246
PARVA 143.452357938 105.199146221 74.1045393437 61.5003418152 88.6881008878 85.9339294577
I_960943 74.0129513647 25.3436720478 21.7505722895 31.3234081062 22.8865719013 12.7298326818
I_961565 34.8727749224 21.6777924805 40.5409978522 75.2750089189 91.4613407395 51.5639784816
LOC112970 62.9856692348 195.896286164 151.788754662 137.274585397 129.170171724 79.9783990656
I_929363 88.3678081813 81.6327141277 42.4835483385 59.6192374497 76.0974004484 66.4263995244
KIAA0354 46.1996248553 123.333603731 106.796817207 132.465321631 133.657621769 94.6367908119
FLJ20508 86.6004019948 148.589356098 122.335702075 111.238921312 100.186961362 76.9202344992
HMG1 60.5406493293 108.328541479 53.6301531002 72.5735614395 48.6425490687 36.7790158736
HERC1 85.3472880628 38.9379154436 28.3976686018 58.2546279444 69.2627827722 42.9951412928
PRDX4 61.5970096407 111.372337449 84.9368427904 107.96099019 76.2264260155 58.4560877404
PFN2 64.8465669627 88.793465894 41.6858788336 68.7215606873 56.6486420467 53.7387552229
Hs.153312 110.875631153 210.886671277 158.548730519 117.196022731 97.9188279668 87.4896474075
CHAF1B 94.1236720707 82.7348601519 61.4865644554 113.382381487 71.0292620596 41.4333675189
NSBP1 76.6020921198 131.010266711 113.248180545 177.793607677 106.984674122 88.2101918355
FLJ11220 50.6439258844 59.4536187521 77.1031235537 117.367829159 102.663655643 99.8671573103
ITPR1 41.4263172997 22.9549101153 14.2595566881 21.8137060458 23.6646882537 9.54971913391
KIAA0144 122.560126632 78.4593499725 70.1633506293 147.626239824 114.079707197 79.3727482388
EXTL2 62.5554986729 118.834670523 80.0560528634 113.466639902 81.2916813669 60.7237910229
CCNA2 64.4999505687 47.5127234783 39.2405134769 46.9742838432 29.4806197579 18.4543770041
PC326 71.4873852619 59.7935820901 29.2269611503 50.8198592908 46.248461183 36.161611492
FLJ21634 59.9917071434 90.4308756741 50.9486798576 92.7616674699 102.862956035 77.9009756412
CCNA2 62.9193849372 47.1544665835 38.3107080051 47.8715310213 28.9605295944 17.2652201581
FLJ20432 78.0803377146 216.040157474 153.141957029 138.936578444 131.459205047 109.51510857
I_960747 80.2691007288 107.922803153 56.0159573291 69.5769789863 48.1521186211 41.1832560892
MRPL39 83.7202164703 88.0852700781 61.5873282765 118.405685936 106.208489512 99.8418608171
PP1044 97.4974795692 150.682015312 149.758119049 188.043081295 117.367415397 93.6313124633
DDX8 114.965378976 97.375422839 124.230331993 140.12489102 140.120097488 136.176338997
LOC51035 143.4658539 121.023955161 141.523807171 163.838736427 214.257715313 185.678975935
PTPNS1 62.3496876158 76.3816260389 76.6242607365 98.8616840327 57.1114707161 48.3647862173
FZD4 103.502999615 282.321167831 158.114910975 182.284854353 125.745517358 117.561411589
NCOR2 152.874283281 74.876655764 79.3939421845 90.0221775085 113.511053628 107.409116553
COX7C 52.2685278396 110.589343061 92.0355639847 132.983622719 116.320395849 111.281418107
I_1152065 111.570701288 69.9320919134 102.405205939 155.066521231 130.022229999 121.597941165
MGC4189 93.8163487751 110.849696178 74.2435204837 135.300155087 101.374581806 103.901814132
MGC5254 48.3968320814 43.3047864492 35.0526782807 74.6700558382 54.5180487566 20.2863572813
LBR 52.299581927 39.8170654695 26.8350145229 55.7755621009 44.2441828904 22.4273339762
I_957814 125.454893093 52.0961120201 53.4290813853 82.8346530971 82.4934682015 77.4133768852
DDX18 80.3915992026 83.5455667809 59.8279467189 112.396809208 106.34910433 81.1410562502
SHB 93.6211681904 40.3632163907 45.5108084325 57.1905353295 49.4416573082 50.6288261053
ZNFN2A1 96.6323563732 124.287746204 179.597913438 222.467369552 164.537984556 201.863501682
CAP2 78.7328305459 74.9125925359 50.8245964798 53.3148718503 86.6422858123 68.5071656131
FLJ20666 45.2141948719 101.229170131 76.8799721711 111.190125205 98.1929529542 46.6532318266
MCL1 39.6545127088 86.6877867036 73.4942164418 96.4131169657 124.244348204 127.81108482
OPN3 76.2392289684 91.0844653878 88.9074887093 52.316043771 72.5980602283 66.1855504009
XPOT 90.4381476318 63.9854760238 46.5983367721 93.3820457749 93.9069281304 72.7367709074
MT1E 97.7685780873 138.048851074 73.3863617949 46.8818568228 73.0407420792 59.2076096472
MGC5254 48.6524206271 41.9731953353 33.6236989828 76.1611160562 55.6363585736 19.3483662715
IK 118.156190278 124.139906206 117.785143391 173.199215207 140.170018714 128.171824507
FLJ10156 79.5164204274 114.53215452 66.2309593126 62.6527031908 52.9839244752 27.0828308778
CRNKL1 103.617394283 89.7610438152 96.8559963577 146.195012599 107.221504365 119.23826001
HT007 59.4942541367 195.114770446 119.322300516 132.06690646 95.4214410427 81.4062408933
I_935662 125.229059186 50.2039372409 52.1628080308 75.4539543591 83.8392494687 66.440965667
WWP2 110.724491294 52.0600263114 63.5096062626 74.1445852918 87.88854492 74.2317007267
FXR1 85.5295500225 75.0094962815 41.4057549297 82.0497855417 79.0820762651 62.6901977617
HPCA 176.008174774 84.2024559269 88.4254619532 32.3864700082 59.7266144779 74.0922847894
SRI 84.3245398065 95.5834185007 60.0304725592 79.9775982295 117.744560702 95.6912060285
GA17 108.521601924 120.682186889 73.1266796295 108.429938949 111.753549283 87.4239839505
UBQLN1 85.840044315 72.03158664 52.9389183116 101.346428613 102.230893566 81.9706032875
ATP6V0C 211.476685284 140.913743654 230.258436888 181.646410619 225.087313488 222.615501175
KIAA0418 71.0013537406 32.7647643555 32.3770645169 40.1693163173 48.7638131195 32.9981188943
INPP4B 113.59133161 59.3051068572 52.0028731418 47.9972092062 85.8178385955 71.1838331419
SHOX2 76.9650239873 166.43145409 147.043963049 212.789205827 108.737620035 114.882005207
NAP1L1 75.9031929732 69.4507718027 28.0891093052 62.3447793803 72.7167066873 51.013445209
ACOX2 116.973811304 122.122490712 99.0632364851 76.9417475752 91.3025909404 99.985268034
I_966001 82.3195317483 93.9389005714 87.0823843054 150.052054362 82.126521979 71.0491196177
MGC5254 50.3364048689 43.8109162733 34.9797101278 75.7286058337 46.5803946541 21.2830412757
I_1100484 62.5650469636 45.2863841679 39.8541082168 76.3183680506 64.5692283935 51.5266140352
RBM15 96.2744651963 311.861782362 158.991451043 106.807809288 116.326040854 101.121784069
ZIC2 121.238522532 196.52191615 134.709199963 163.518464046 91.3991747973 71.7283557031
CFDP1 108.89807012 110.551064118 51.51575091 55.4053500271 65.8118670453 57.311219732
FLJ20432 70.684684932 213.365465192 148.564264378 143.614093869 136.590041261 105.733351779
ACTR2 74.7980712896 76.0984765942 45.7990936428 81.7844253939 83.1148382935 58.8707103166
I_966001 81.5301713381 100.863754602 92.2135916002 140.262579863 89.9965516727 67.9498935035
C9orf15 138.294416761 114.030614216 100.795769238 102.107626905 189.908989069 179.476225917
I_1000549 97.6312530825 36.8356505953 61.0827035059 123.198031129 136.162247451 96.1024339389
FLJ13949 161.01813913 221.558706358 146.548498642 126.12016731 110.744387716 74.7479670806
MRIP2 56.9824342097 42.8224570323 36.168684213 51.9389993636 33.3043813662 25.2675107835
I_1100666 124.28564572 104.27837108 88.6357623304 79.3520802742 81.8442674579 62.3840599774
ATP6IP1 147.954531236 124.619195631 156.854290244 185.977140572 159.194528781 161.759440689
C20orf108 127.771922308 155.515978848 164.007812028 179.394019674 235.841659156 214.669035414
RANBP7 110.169894752 58.8654901463 38.0085690072 68.9586745088 86.6493519722 70.1447730873
I_1151816 61.1926762646 97.0876467753 72.4013676022 118.47293559 72.4153627865 69.4031358092
MYO5A 114.99718627 100.952725236 64.5124196164 57.8251430111 78.3884777161 68.1247559221
RPP40 145.062631763 98.6709620862 45.9445339021 47.2900218666 70.7966945729 49.301292896
I_1152322 90.0725837412 40.0220777236 40.6232213088 78.1558339786 72.5177324798 74.7588774285
MTERF 42.4484187228 221.719000017 166.246990345 171.213512084 88.9908557028 77.2972142368
EIF3S8 179.97712682 104.084588729 94.4581781452 79.2543527396 118.066073234 131.30107982
KIAA0753 55.6656460599 65.4001819696 80.8922532024 130.938298154 102.678838187 78.6296991759
KIAA0110 88.9256700458 234.547106162 142.274242277 144.174729138 138.442484925 115.756139621
FLJ10359 157.748673094 86.2335857943 51.3196604442 67.0444604287 66.6811697019 62.8230144977
I_962475 101.630250652 122.689434968 117.017428267 145.033204539 165.479787837 139.552168055
I_958593 111.858841903 184.342341637 195.60678421 138.471678385 102.564538784 118.239728835
I_965123 145.392479092 208.329306901 242.212124106 218.838720538 158.282178836 173.959258084
DUSP11 69.9153867854 84.3152808325 103.140886734 149.034556211 196.051067722 145.808299287
STAF65(gamma) 82.4954123483 136.530374554 150.051935792 203.461180801 138.219072088 124.306313368
I_1221838 66.2146781378 61.8382804667 66.9323282672 116.173770461 106.199870727 89.9175506962
I_933607 65.8025551584 107.24485061 92.852225984 151.051693837 103.074473499 88.4588145682
PTPRG 143.729525551 110.522966841 90.8456431326 66.1679355474 69.8316693323 59.3192876476
I_928904 61.4629794017 33.8613915077 39.3774378946 53.90304135 56.95560387 38.078247838
DKFZP434C245 105.567611363 65.3990767407 50.9664047861 52.0460523658 59.6213126573 40.7614708436
BARD1 53.631010553 37.1445741169 36.7750352892 72.0428424497 49.7325132433 32.1995816166
ATRAP 131.940399194 120.28661998 147.856507076 177.269629935 215.02314988 213.339794614
ST3GALVI 70.211285028 78.8255723815 103.885048035 144.390938673 119.790811575 91.5714745391
FIGNL1 69.4756592383 160.203241049 86.8107511729 140.837793417 97.3475192035 62.4971185718
FLJ20725 36.3807965007 45.5266385087 59.9188437672 105.272818661 96.9425173355 67.0069126291
ST3GALVI 79.0152109247 91.2866015802 96.6372443948 146.027962264 87.0948187557 105.389230457
I_961925 116.032893606 43.3012066385 51.3941618483 86.4023107761 74.8277109756 53.5009831773
DKFZp762K2015 63.3996357595 45.3916881416 54.3516187244 105.639904764 85.595269079 70.7845821535
ASP 79.9115882207 88.4896335325 88.4536825308 146.903762634 86.571940032 79.4573609769
MRPL17 101.599619775 112.944295337 65.9385520403 76.3669418718 75.9612020107 76.1476953203
SSFA2 64.9759941231 44.3446276262 43.3976848221 91.5766851456 110.364510065 85.3721665415
PRO1866 89.6531251568 68.2526080468 29.7383232781 52.9256874652 72.1804718299 52.4983395078
ALEX1 105.441308935 141.458639192 208.18457628 195.216877408 185.968078582 145.020656103
I_962691 86.7855589252 130.120289203 133.956922375 145.598638309 104.440283506 101.856894154
I_931020 67.762122089 66.3141330341 58.633905362 126.826030601 143.026437363 105.1192708
SS18L2 105.179181064 225.83312252 115.220020291 121.540330494 92.90463182 96.7266327671
C1R 68.5725441699 102.245850453 140.205815584 177.84096884 120.183664114 81.0868260521
KIAA0878 115.530597235 97.5717845526 80.1729084913 137.773302224 102.220347151 113.77115327
RI58 69.7559287538 163.161516682 160.386025204 161.851261249 124.604244159 116.070919056
IMAGE3455200 56.4432111598 72.3765486465 72.6005600243 82.1893406347 53.7698277834 45.3922089221
FLJ12707 107.504262111 60.7653586932 105.972269343 156.353801871 164.240959745 140.450163507
SIP 94.8105621321 142.200032038 72.1758560037 86.748966194 66.300466339 63.5491952056
MGC5302 64.3804007353 81.6792017526 83.6486355625 140.44360735 117.257705219 96.7993083291
RAMP 83.9456651956 41.3279989779 50.5290744777 87.546584666 67.0390463715 31.1685693002
FLJ22865 139.286610443 105.442544759 56.4964428892 85.2302470978 82.7702978448 76.8374257523
BNIP2 72.9282771234 51.9804114286 63.2011597758 113.656466278 102.274590586 78.4580917028
PHTF1 70.0729488528 70.0406974015 35.1569074103 103.031914105 75.7609580019 51.8187121217
MGC5528 70.6546793356 67.7310271173 45.1190229592 109.464859956 75.2115859118 47.329535257
C8FW 405.03956726 239.104949283 103.530786322 119.579679892 100.859317714 246.719532559
EDG1 115.893266023 131.610342625 209.868586405 252.017550588 115.003754878 149.62836662
CCND1 134.548490923 102.538281069 89.8495573918 41.2798432899 97.5097724214 79.7238296552
DKC1 113.965619659 105.408167221 67.9137406292 80.6874477891 87.826482057 63.8260247534
I_1000584 96.534643094 65.0320572769 49.8433612252 99.722019453 84.846522375 63.3474845945
FLJ22060 54.2322364835 61.0692514619 46.0865140652 118.647624176 78.38132384 55.0832676618
HM13 151.440230289 83.3412181882 104.971154818 83.4947488149 126.233933617 117.327673511
TBX2 87.9147684863 51.7735145019 56.049995682 39.9403652159 34.830402478 40.0293815912
PRKG1 116.517291028 105.269439277 114.01154251 71.5738030043 93.019905479 128.701331833
YAP 81.2251064275 66.1411980424 93.5972267466 132.024477609 115.455706472 93.5725382732
RFC3 60.6520458194 62.6104145676 50.8504828377 86.1061991977 51.3352019612 32.8945949905
I_1000194 68.150725667 131.325240905 83.2956463673 106.05767058 77.2760458131 75.8495974019
I_1000320 90.0039340012 90.4331036672 42.8021987226 69.3554786948 68.0000676621 51.5642998337
S100A14 139.060158595 107.204644648 161.360652617 106.007818042 234.567429814 229.876407647
LOC57099 146.734407218 97.2045375401 75.8373231468 66.4926376414 95.7658689669 94.1389652817
IMMT 107.038332931 80.3434829077 45.0266649895 96.9263605996 90.4632722882 78.2206091313
GSTA4 70.3794114662 109.120819486 122.915713917 165.155922881 138.190102479 155.20405423
PPARG 102.398368837 92.7409785242 69.4033917849 69.5726082545 83.347492462 109.545975305
HARP11 70.1764920557 92.0387679124 73.4813281999 120.790490353 112.329363322 109.331223515
OXCT 92.1376275752 109.367894892 76.6086086679 36.1369662478 56.5556241635 60.9193771645
KNSL5 53.5859148964 35.6797795845 28.3509034312 47.3976838246 31.4548802744 15.6916057442
EPAS1 93.1579857996 60.8244824261 37.1830985151 39.2860165328 40.0663262286 27.7816928056
FLJ12799 65.9201577466 44.2610424052 54.6726475666 103.190610478 82.8288410754 58.4454235098
TIEG 336.456943614 169.832626115 103.398103473 118.087396932 101.754972997 77.6403711606
GRIM19 119.045623048 122.069220193 143.971064301 145.575518574 136.83144978 241.680095624
MGC5254 46.9813203456 44.2855426176 33.8853255222 76.4705691061 52.8235274816 22.2177086974
FLJ12838 66.3640632265 123.101159863 90.4020940285 79.5630820878 61.4144501479 33.6666282031
LOC64167 95.6517538584 125.330588202 125.792607123 155.290121585 112.600685312 104.988284319
FLJ22833 36.6940944646 74.6803055299 57.6092339085 77.4363957741 109.859811229 104.955406416
SPS2 109.517770314 190.215789511 178.601085638 222.02775228 127.282194075 130.746301984
UAP1 73.983588564 65.5782205875 42.0204315301 98.8211541164 72.4357008914 62.8670858986
NRD1 102.149805848 101.802852425 62.2332583683 65.5756322741 101.127842396 87.7115152406
MLC1SA 94.8913851386 119.477640746 131.927025348 112.218378357 84.623767273 93.3389189346
FLJ10996 98.596041733 54.628612768 67.3293905005 119.806082919 125.875625825 78.1648374821
WWP1 93.2428940314 60.3752702992 36.5700663167 75.1030499407 74.1638910056 62.1148308145
ARHGEF5 119.474274588 103.931187517 135.395753735 178.565833635 114.570782484 156.436746068
ULBP2 120.38913824 305.930248552 258.333734495 179.033589497 149.031799806 175.99506958
BLK 209.648998297 124.481953424 76.9628550446 54.4004221493 109.262698171 124.021491349
CECR5 63.6043653801 64.6518268686 54.0573930187 107.57537206 67.4307663459 49.8717220279
LOC51045 79.1330256054 141.594454024 150.125934561 186.741478683 97.6789772673 113.531515227
ATP6V1H 87.9638863067 65.3303346965 37.0576007002 75.8917795871 83.552538955 61.101003939
I_1100433 77.7884484685 137.09839826 123.472290305 144.948432309 105.620345222 134.53718507
I_1201918 142.627143351 72.0115909082 72.2856630356 108.238866477 108.119154871 113.759925164
STX1A 51.698203277 52.9175261309 23.9808428188 38.3496789192 31.3906399924 20.6520778971
STAU 107.067759522 55.4649093114 41.147153167 83.301727071 87.4322255639 62.4106858454
PIR51 44.8962858904 50.0582650085 45.7716067567 92.8441204207 59.7844808396 36.2886446876
FLJ12969 63.2386218627 52.1953097962 84.4713769853 188.796609458 110.960243597 87.5376608849
EIF2S1 103.611018831 108.606951479 65.8767940542 96.1950142016 117.317085591 89.1129439927
I_929363 98.4138350167 92.1544897167 41.2418616421 60.3266036109 74.8377321732 76.1186002419
C11orf2 174.383987586 100.022108363 99.1123009982 120.912159237 160.947030378 168.252253172
AOP2 158.023826355 137.041603181 167.347847201 132.199729327 193.322048875 187.793761692
KIAA1169 159.447548679 134.600517808 130.673877095 91.7311949845 94.2667081955 88.5603839505
GSTT1 97.5716163529 150.091274202 174.188312285 188.962219309 145.754627738 165.364755847
IF2 118.495266886 76.8401063037 50.889835466 103.506082234 96.1643475316 72.7184566633
BTBD1 66.8231353589 94.9093533851 42.3978155421 84.980820958 115.786584215 91.4339120622
PDCD10 51.9560222688 55.4603897838 51.1313568571 112.096206418 80.1776764006 68.5099941482
FLJ10375 126.600953279 104.476112276 96.0467212821 68.1355646507 82.0119356215 92.4079134648
MGC14817 112.848719321 170.308130165 167.343141861 117.407920832 100.799593373 102.221651222
I_966373 82.0572808366 193.797946512 135.667998917 173.925755921 96.8337410928 91.1768559662
KCNMA1 87.0229639406 84.5526577616 55.7675858918 23.097371961 50.2882513766 24.2759219767
TAF1C 86.028683951 126.941991386 129.744623244 155.695898287 115.452261167 94.0343944393
I_1000248 119.236734142 172.614683637 123.027609215 98.128903122 83.6500095452 81.5503959638
PIBF1 54.4454336881 23.4647713767 22.8876517573 41.298005728 52.5365769848 32.8793789113
I_1918393 126.312342964 104.046582479 82.3233781655 36.706377244 64.3742292915 43.861319864
FGF5 55.2749064704 74.1437483084 67.5566474411 110.197874696 146.488186846 89.9659115457
REQ 129.648250922 140.378804052 206.435991747 182.405133954 225.091705299 191.869122462
ACAD8 98.7474063034 176.214374821 147.086844785 163.239470155 114.678976355 119.502176472
MRPL30 77.8137475287 155.330452986 104.602068639 113.157636352 90.972844277 52.6068638971
GRSF1 74.092722762 78.1167937431 59.2154212682 122.056461126 102.170750583 83.1671903981
CRYAB 127.652754531 111.551925176 188.901555294 233.445758283 238.161145709 448.708778484
COPB2 89.1841813937 77.2038604519 52.8978482325 104.975302537 119.644277462 109.401135934
STAM 82.2180204559 38.7585334491 60.861165034 90.5250040275 109.311920125 74.7618537584
METAP1 88.3274241133 68.3260959091 49.49001251 77.5451921952 62.8597019626 47.0328396843
ARGBP2 107.423018817 48.2786924941 30.2279115175 33.414160723 34.3001774208 28.5095987156
AHR 92.7575806186 25.2743778057 43.4661321595 102.660827174 166.911053529 115.376973093
HINT1 51.9667533208 114.768425122 88.1757951665 117.790986522 75.8699217562 77.8851228638
KIAA1563 59.8927823863 51.9238374036 57.9775561577 127.554777291 126.977280513 93.2183221534
GNRH1 71.1735375317 150.821400871 99.694206482 94.3365893728 78.5667023985 76.0929358351
NXT1 102.706752259 207.859226062 99.0736264487 92.6087474366 105.51298224 67.2118903216
MGC14833 144.344488274 131.674124586 104.148251876 82.0599864431 112.101612934 148.035493925
TCEAL1 69.4314564501 122.968351728 116.27989864 176.52921812 150.640954251 128.869500771
BTBD3 67.3703900434 83.6029600821 121.098790594 74.2689123159 98.8417513003 138.356698566
APG5L 50.2833461678 39.1454066041 24.9094694004 53.3573147993 44.2995878022 30.1261597051
GSA7 126.600532152 81.3931102065 61.1364988162 61.3374257075 72.0306716563 62.3144044121
ADPRTL2 73.2191810282 104.391559166 70.7122945338 132.975287302 91.0185381841 58.6717216554
XRCC5 84.5942351292 68.966578302 33.0343535735 52.8400900376 52.6574323724 49.2016404873
PEX11B 88.8063523581 109.996935194 138.729053648 103.713080774 79.6955685555 58.7491323836
EBI2 126.222627717 269.151541301 171.948514122 130.35265918 74.6402745505 80.688658981
LOC51131 85.7354501698 99.2087986893 65.9880027194 121.51141529 87.672227847 77.7717903002
LTA4H 114.526223146 123.074042787 121.474583425 186.477158854 191.88491809 196.342845382
ELD_OSA1 99.3055754941 36.6073988435 40.9955770761 37.2273085373 37.7966422714 40.1510271338
CCNA2 59.3325081118 47.3870645719 39.9372952001 47.5464029351 31.3693731848 17.4389976125
RAB5EP 83.2959737318 54.7005640996 33.1528420553 70.2671010568 57.5281351404 46.3227835814
NPM1 96.8928766565 109.357069507 56.2482146416 64.504848601 61.7927575765 54.0643276491
FLJ10474 93.8701537887 61.0705623085 43.012326272 38.2684123512 43.4173571586 26.3592658952
HERC3 47.3312323263 42.6667533045 22.2649760961 54.1199962327 68.2470747619 26.7989581512
I_1100009 137.54656079 56.5514766144 59.3164512183 66.6597672389 69.7560560624 74.7557992416
HSA243666 115.661813427 158.052788204 188.567498438 168.396529375 163.906574509 140.759656349
HELO1 128.923185786 98.4794038135 60.0306829811 74.6284370985 64.8289214361 67.1033037206
I_957099 81.2469713679 78.2704186693 39.2963206751 81.0957014363 91.9055107044 66.6025847775
DNAJB4 65.0873489667 120.196249072 119.351231117 151.782703202 88.494385141 101.276846305
SPS 89.602016269 96.7056505146 76.8308205087 86.2637767623 55.2130575114 51.5390571485
PIK3R4 88.6637368389 56.860806535 66.9432127563 112.131608641 92.8646824603 77.7582290536
NEUGRIN 90.051729227 137.645424518 125.828751896 136.599643361 144.490568791 110.435020685
FLJ11082 80.8859360715 80.6178591344 40.0000052648 48.7837719024 74.7451780244 45.7602065435
PNMA1 105.237964321 232.971357072 204.600951163 214.683294085 185.04892171 146.727487132
RPL17 79.3116194079 134.979138414 103.587109748 108.869154845 87.9153963924 85.5195055539
FLJ20618 78.4034244579 106.364259417 76.0909995365 139.298178307 101.957669188 90.36723307
MGC2577 94.2245486311 52.3843396418 51.8890081726 42.4493915467 42.3086421261 32.2414808181
CUL5 71.3695096264 69.2668721813 47.5200601372 104.461518671 83.8735699158 59.5425558765
FLJ10357 94.308097481 72.2241943026 81.4135073716 152.791600664 114.672923158 103.851198588
UK114 63.0738367758 152.11801454 75.2279177834 131.968630441 127.258110937 121.805387532
HIPK2 122.480615507 50.3220639008 60.9017710899 31.5704649932 52.1402576481 66.1625350844
I_960671 48.747674869 81.6035822269 48.4155903158 42.0105339624 39.9858120165 21.3032118986
GK001 78.5669041668 99.1629615522 73.9413677747 146.201007579 112.413398348 67.2925371205
BAF53A 80.8482893226 116.109136439 71.9945549137 106.968703864 86.7390553245 57.9462494318
BANP 59.0552283975 37.800203253 57.2472121884 89.129943656 77.0552118519 65.3641741542
I_929077 61.4227760236 30.608658549 30.5587005933 91.7305776571 90.0654776467 57.6976488065
I_931433 54.5818644397 50.4974740402 32.8613358555 36.6191505344 50.3425245526 20.9653076223
GOLGA1 70.9364382575 57.1088979977 68.7200756133 126.209232352 119.582794386 84.5048117097
MGC5302 65.6655389573 85.0471517736 84.8358136621 145.086073917 127.722577805 100.88068542
USP16 61.3742720893 70.551420118 40.7948281441 101.285098834 72.8192268337 50.9458280446
I_1152332 74.7205232995 81.0833403426 89.1701188376 60.522207173 128.185234389 95.696647806
I_958997 83.0697068311 89.8534855367 69.1418662071 65.4474697658 69.1125068653 52.7171759279
FLJ20360 74.7164517054 48.0948294482 59.8317833165 129.363830933 103.899255463 58.8724211358
DKFZp762K2015 67.5281836954 46.0698228008 54.9420421006 105.552156632 83.9287509203 68.7438868219
FBXO32 96.1537249442 78.5931258091 132.68757237 150.719535306 109.730162683 154.092224475
SF3B1 60.6723963467 80.926278113 48.3683562102 117.76592339 100.266887447 64.5288370801
HNMT 82.4783124606 91.760052443 76.024551798 110.645168584 156.981944603 195.213558995
CDC27 68.5824702361 41.9611321269 37.5049596993 63.6792925786 79.9651366887 60.6691145552
FLJ20425 121.301678521 150.454191684 71.7140897575 73.9232470459 85.7334895672 60.570891724
GNAS 94.2380899802 95.5488961265 109.988108467 116.850436631 101.402302473 76.5476545619
TRIP4 67.5015852576 50.2085547558 59.5989578503 139.36220851 105.278861152 88.5216548088
I_1201825 116.232116588 50.110054918 50.8829868165 35.2060685004 33.6113928962 47.4361004455
LOC56851 103.030358242 147.100276359 143.740344016 178.947956505 200.818650084 162.589478538
HEC 47.6863906373 23.4437774462 23.5727573772 49.4901981286 33.3849196013 14.1773867391
AP4B1 116.143356974 149.01477213 149.413597533 196.661205021 121.356731405 93.6835091687
I_932314 99.3665527044 74.4603109974 72.1654993984 54.6133280817 105.103604501 76.7949733027
I_930939 94.5996965557 71.2391598297 35.0909773939 63.6042941352 62.2969230508 56.3417153491
ETV1 94.4704719071 43.0392040314 25.6232476049 26.7171610475 40.6789818868 41.8832404188
FLJ20364 33.8992625219 54.8011059935 29.919183283 59.7556207593 38.2610774409 26.9515986885
FLJ22724 78.601456159 90.214481004 70.5359906648 109.623226596 72.4157011986 68.3364009523
MLPH 208.715649669 55.791601434 64.8938351838 42.5989805685 92.988368285 97.6716956329
NDN 74.4231237573 96.9181162354 98.4893110585 155.482597422 105.270244181 85.988866706
I_1109746 169.521473389 148.260470001 140.37870996 95.452896519 137.024296526 179.629448714
I_930847 58.5626760137 113.723991821 96.1562142381 149.93905504 106.724838245 89.3553543428
DKFZp434N035 57.3121394948 95.5941821666 94.0147727767 155.121423309 102.435252504 84.2146974107
BBP 50.4957377868 115.136363932 69.5268716847 108.530577718 71.3567544924 47.0172451267
LOC84661 67.8853811348 111.990521919 67.2530867767 125.50452946 92.4159972807 80.0838980739
MGC2993 115.660917363 81.4915883728 53.8093237159 92.7126613003 98.0648973796 97.5210485456
PRKAG2 78.821383965 40.4225283107 31.6322385454 56.8332284855 52.5802600381 46.2290744548
MAGED1 126.422153031 95.7446237338 125.557470102 162.018366257 202.927858518 197.373595913
RBBP2 95.7635358102 37.2888736824 66.3192980516 95.5228665986 89.6142082812 79.851114505
FLJ20059 139.635006831 120.637053664 148.695560346 257.083014087 132.214304589 201.793574226
PCDH17 113.508733303 84.1204669758 93.9660019122 79.9780539168 76.6605217373 90.5356020769
QP-C 70.1753739163 124.149428815 111.764165132 134.469020377 115.440625819 140.788920074
RGS3 85.1251702722 84.9854414125 75.4656229711 54.6701803528 67.4595148479 56.235693581
COP1 85.6602143831 43.3054774066 38.6292363834 49.3540511494 55.4413567358 46.0234125889
FLJ22116 61.1400288882 55.8623198034 54.1512163023 98.2926306686 90.147538364 68.2746631393
STAT3 162.040175762 85.7617761007 118.485040248 130.52505015 147.980576979 224.001559753
WAC 58.987040167 39.2905072344 53.0024309376 83.3012707503 62.2341725734 60.023214849
